epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,18863.7,0.04553,1.19968,0.87031,0.76825,0.78263,0.84199,0.83879,0.06699,0.62549,0.30813,0.0044065,0.0044065,0.0044065
115,19028.1,0.04534,1.20399,0.87134,0.76963,0.78072,0.84229,0.83903,0.06709,0.62581,0.30807,0.004357,0.004357,0.004357
116,19192.3,0.04638,1.21112,0.87218,0.79851,0.75835,0.8426,0.8394,0.06719,0.62503,0.30824,0.0043075,0.0043075,0.0043075
117,19356.3,0.04521,1.19163,0.87081,0.8024,0.75797,0.84287,0.83956,0.06694,0.62387,0.3079,0.004258,0.004258,0.004258
118,19520.4,0.04449,1.19682,0.8694,0.80381,0.75779,0.84308,0.83974,0.06697,0.6239,0.30791,0.0042085,0.0042085,0.0042085
119,19684.5,0.04522,1.19226,0.87245,0.80495,0.7595,0.84359,0.8403,0.06713,0.62366,0.30798,0.004159,0.004159,0.004159
120,19848.8,0.04412,1.18782,0.87165,0.80468,0.76013,0.8435,0.84022,0.06708,0.62286,0.30795,0.0041095,0.0041095,0.0041095
121,20013.4,0.04671,1.19998,0.87196,0.80554,0.75949,0.8438,0.84054,0.06705,0.6227,0.30788,0.00406,0.00406,0.00406
122,20177.9,0.04493,1.18537,0.87166,0.80087,0.76254,0.84391,0.84059,0.06719,0.62225,0.30803,0.0040105,0.0040105,0.0040105
123,20342.2,0.04344,1.17918,0.87188,0.79656,0.76419,0.84427,0.84084,0.06697,0.62301,0.30778,0.003961,0.003961,0.003961
124,20506.5,0.04436,1.18579,0.8703,0.79564,0.76648,0.84448,0.84118,0.06686,0.62365,0.30765,0.0039115,0.0039115,0.0039115
125,20670.6,0.04423,1.17333,0.87065,0.79718,0.76577,0.84469,0.84159,0.0664,0.62146,0.30718,0.003862,0.003862,0.003862
126,20834.8,inf,1.15517,0.87084,0.79545,0.76713,0.84482,0.8417,0.06607,0.62094,0.30694,0.0038125,0.0038125,0.0038125
127,20999.2,inf,1.17246,0.87041,0.79345,0.76869,0.8448,0.84169,0.0655,0.62069,0.30648,0.003763,0.003763,0.003763
128,21163.9,0.0436,1.17493,0.87218,0.79618,0.76669,0.8448,0.84173,0.06524,0.61958,0.30626,0.0037135,0.0037135,0.0037135
129,21328.2,0.04263,1.15817,0.87022,0.79259,0.76874,0.84452,0.84151,0.06551,0.61964,0.30636,0.003664,0.003664,0.003664
130,21492.8,0.04331,1.15969,0.87165,0.79304,0.76739,0.84441,0.84157,0.06536,0.61968,0.30616,0.0036145,0.0036145,0.0036145
131,21657.4,0.04329,1.15546,0.87008,0.79213,0.76921,0.84476,0.842,0.06492,0.61974,0.30577,0.003565,0.003565,0.003565
132,21821.9,0.04343,1.1588,0.87124,0.7934,0.76729,0.84458,0.84176,0.06471,0.61799,0.30565,0.0035155,0.0035155,0.0035155
133,21986,0.04273,1.1462,0.87185,0.79262,0.76834,0.8447,0.8419,0.06454,0.61843,0.30546,0.003466,0.003466,0.003466
134,22150.4,0.04194,1.15238,0.86969,0.79014,0.76952,0.84496,0.84215,0.06431,0.61857,0.30523,0.0034165,0.0034165,0.0034165
